XsdFilePosition,Name,Type,SubstitutionGroup,IsAbstract,INullable
gml\geometryPrimitives.xsd(668),AbstractParametricCurveSurface,gml:AbstractParametricCurveSurfaceType,gml:AbstractSurfacePatch,TRUE,FALSE
gml\geometryPrimitives.xsd(685),AbstractGriddedSurface,gml:AbstractGriddedSurfaceType,gml:AbstractParametricCurveSurface,TRUE,FALSE
gml\geometryPrimitives.xsd(699),Cone,gml:ConeType,gml:AbstractGriddedSurface,FALSE,FALSE
gml\geometryPrimitives.xsd(708),Cylinder,gml:CylinderType,gml:AbstractGriddedSurface,FALSE,FALSE
gml\geometryPrimitives.xsd(717),Sphere,gml:SphereType,gml:AbstractGriddedSurface,FALSE,FALSE
gml\geometryPrimitives.xsd(728),polygonPatches,gml:PolygonPatchArrayPropertyType,gml:patches,FALSE,FALSE
gml\geometryPrimitives.xsd(729),PolyhedralSurface,gml:PolyhedralSurfaceType,gml:Surface,FALSE,FALSE
gml\geometryPrimitives.xsd(757),trianglePatches,gml:TrianglePatchArrayPropertyType,gml:patches,FALSE,FALSE
gml\geometryPrimitives.xsd(758),TriangulatedSurface,gml:TriangulatedSurfaceType,gml:Surface,FALSE,FALSE
gml\geometryPrimitives.xsd(795),Tin,gml:TinType,gml:TriangulatedSurface,FALSE,FALSE
gml\geometryPrimitives.xsd(816),AbstractSolid,gml:AbstractSolidType,gml:AbstractGeometricPrimitive,TRUE,FALSE
gml\geometryPrimitives.xsd(860),Solid,gml:SolidType,gml:AbstractSolid,FALSE,FALSE
gml\geometryPrimitives.xsd(871),Shell,gml:ShellType,gml:AbstractObject,FALSE,FALSE
gml\gmlBase.xsd(44),AbstractGML,gml:AbstractGMLType,gml:AbstractObject,TRUE,FALSE
gml\gmlBase.xsd(258),Bag,gml:BagType,gml:AbstractGML,FALSE,FALSE
gml\gmlBase.xsd(278),Array,gml:ArrayType,gml:AbstractGML,FALSE,FALSE
gml\gmlBase.xsd(327),AbstractMetaData,gml:AbstractMetaDataType,gml:AbstractObject,TRUE,FALSE
gml\gmlBase.xsd(341),GenericMetaData,gml:GenericMetaDataType,gml:AbstractMetaData,FALSE,FALSE
gml\grids.xsd(10),Grid,gml:GridType,gml:AbstractImplicitGeometry,FALSE,FALSE
gml\grids.xsd(16),AbstractImplicitGeometry,gml:AbstractGeometryType,gml:AbstractGeometry,TRUE,FALSE
gml\grids.xsd(42),RectifiedGrid,gml:RectifiedGridType,gml:Grid,FALSE,FALSE
gml\observation.xsd(13),Observation,gml:ObservationType,gml:AbstractFeature,FALSE,FALSE
gml\observation.xsd(45),subject,gml:TargetPropertyType,gml:target,FALSE,FALSE
gml\observation.xsd(62),DirectedObservation,gml:DirectedObservationType,gml:Observation,FALSE,FALSE
gml\observation.xsd(76),DirectedObservationAtDistance,gml:DirectedObservationAtDistanceType,gml:DirectedObservation,FALSE,FALSE
gml\referenceSystems.xsd(24),AbstractCRS,gml:AbstractCRSType,gml:Definition,TRUE,FALSE
gml\temporal.xsd(12),AbstractTimeObject,gml:AbstractTimeObjectType,gml:AbstractGML,TRUE,FALSE
gml\temporal.xsd(22),AbstractTimePrimitive,gml:AbstractTimePrimitiveType,gml:AbstractTimeObject,TRUE,FALSE
gml\temporal.xsd(79),AbstractTimeComplex,gml:AbstractTimeComplexType,gml:AbstractTimeObject,TRUE,FALSE
gml\temporal.xsd(89),AbstractTimeGeometricPrimitive,gml:AbstractTimeGeometricPrimitiveType,gml:AbstractTimePrimitive,TRUE,FALSE
gml\temporal.xsd(103),TimeInstant,gml:TimeInstantType,gml:AbstractTimeGeometricPrimitive,FALSE,FALSE
gml\temporal.xsd(127),TimePeriod,gml:TimePeriodType,gml:AbstractTimeGeometricPrimitive,FALSE,FALSE
gml\temporalReferenceSystems.xsd(11),TimeReferenceSystem,gml:TimeReferenceSystemType,gml:Definition,FALSE,FALSE
gml\temporalReferenceSystems.xsd(25),TimeCoordinateSystem,gml:TimeCoordinateSystemType,gml:TimeReferenceSystem,FALSE,FALSE
gml\temporalReferenceSystems.xsd(47),TimeCalendar,gml:TimeCalendarType,gml:TimeReferenceSystem,FALSE,FALSE
gml\temporalReferenceSystems.xsd(104),TimeClock,gml:TimeClockType,gml:TimeReferenceSystem,FALSE,FALSE
gml\temporalReferenceSystems.xsd(136),TimeOrdinalReferenceSystem,gml:TimeOrdinalReferenceSystemType,gml:TimeReferenceSystem,FALSE,FALSE
gml\temporalTopology.xsd(9),AbstractTimeTopologyPrimitive,gml:AbstractTimeTopologyPrimitiveType,gml:AbstractTimePrimitive,TRUE,FALSE
gml\temporalTopology.xsd(35),TimeTopologyComplex,gml:TimeTopologyComplexType,gml:AbstractTimeComplex,FALSE,FALSE
gml\temporalTopology.xsd(61),TimeNode,gml:TimeNodeType,gml:AbstractTimeTopologyPrimitive,FALSE,FALSE
gml\temporalTopology.xsd(87),TimeEdge,gml:TimeEdgeType,gml:AbstractTimeTopologyPrimitive,FALSE,FALSE
gml\topology.xsd(19),AbstractTopology,gml:AbstractTopologyType,gml:AbstractGML,TRUE,FALSE
gml\topology.xsd(30),AbstractTopoPrimitive,gml:AbstractTopoPrimitiveType,gml:AbstractTopology,TRUE,FALSE
gml\topology.xsd(77),Node,gml:NodeType,gml:AbstractTopoPrimitive,FALSE,FALSE
gml\topology.xsd(110),Edge,gml:EdgeType,gml:AbstractTopoPrimitive,FALSE,FALSE
gml\topology.xsd(144),Face,gml:FaceType,gml:AbstractTopoPrimitive,FALSE,FALSE
gml\topology.xsd(176),TopoSolid,gml:TopoSolidType,gml:AbstractTopoPrimitive,FALSE,FALSE
gml\topology.xsd(315),TopoComplex,gml:TopoComplexType,gml:AbstractTopology,FALSE,FALSE
gml\units.xsd(24),UnitDefinition,gml:UnitDefinitionType,gml:Definition,FALSE,FALSE
gml\units.xsd(59),BaseUnit,gml:BaseUnitType,gml:UnitDefinition,FALSE,FALSE
gml\units.xsd(74),DerivedUnit,gml:DerivedUnitType,gml:UnitDefinition,FALSE,FALSE
gml\units.xsd(102),ConventionalUnit,gml:ConventionalUnitType,gml:UnitDefinition,FALSE,FALSE
gml\valueObjects.xsd(18),Boolean,,gml:AbstractScalarValue,FALSE,TRUE
gml\valueObjects.xsd(27),BooleanList,gml:booleanOrNilReasonList,gml:AbstractScalarValueList,FALSE,FALSE
gml\valueObjects.xsd(28),Category,,gml:AbstractScalarValue,FALSE,TRUE
gml\valueObjects.xsd(40),CategoryList,gml:CodeOrNilReasonListType,gml:AbstractScalarValueList,FALSE,FALSE
gml\valueObjects.xsd(41),Count,,gml:AbstractScalarValue,FALSE,TRUE
gml\valueObjects.xsd(50),CountList,gml:integerOrNilReasonList,gml:AbstractScalarValueList,FALSE,FALSE
gml\valueObjects.xsd(51),Quantity,,gml:AbstractScalarValue,FALSE,TRUE
gml\valueObjects.xsd(63),QuantityList,gml:MeasureOrNilReasonListType,gml:AbstractScalarValueList,FALSE,FALSE
gml\valueObjects.xsd(64),AbstractValue,anyType,gml:AbstractObject,TRUE,FALSE
gml\valueObjects.xsd(70),AbstractScalarValue,anyType,gml:AbstractValue,TRUE,FALSE
gml\valueObjects.xsd(75),AbstractScalarValueList,anyType,gml:AbstractValue,TRUE,FALSE
gml\valueObjects.xsd(119),CompositeValue,gml:CompositeValueType,gml:AbstractValue,FALSE,FALSE
gml\valueObjects.xsd(135),ValueArray,gml:ValueArrayType,gml:CompositeValue,FALSE,FALSE
gml\valueObjects.xsd(166),CategoryExtent,gml:CategoryExtentType,gml:AbstractValue,FALSE,FALSE
gml\valueObjects.xsd(174),CountExtent,gml:CountExtentType,gml:AbstractValue,FALSE,FALSE
gml\valueObjects.xsd(180),QuantityExtent,gml:QuantityExtentType,gml:AbstractValue,FALSE,FALSE
gmx\catalogues.xsd(61),CT_CodelistCatalogue,gmx:CT_CodelistCatalogue_Type,gmx:AbstractCT_Catalogue,FALSE,FALSE
gmx\catalogues.xsd(89),CT_CrsCatalogue,gmx:CT_CrsCatalogue_Type,gmx:AbstractCT_Catalogue,FALSE,FALSE
gmx\catalogues.xsd(109),CT_UomCatalogue,gmx:CT_UomCatalogue_Type,gmx:AbstractCT_Catalogue,FALSE,FALSE
gmx\codelistItem.xsd(50),CodeDefinition,gmx:CodeDefinition_Type,gml:Definition,FALSE,FALSE
gmx\codelistItem.xsd(73),CodeListDictionary,gmx:CodeListDictionary_Type,gml:Dictionary,FALSE,FALSE
gmx\codelistItem.xsd(93),ML_CodeDefinition,gmx:ML_CodeDefinition_Type,gmx:CodeDefinition,FALSE,FALSE
gmx\codelistItem.xsd(116),ML_CodeListDictionary,gmx:ML_CodeListDictionary_Type,gmx:CodeListDictionary,FALSE,FALSE
gmx\crsItem.xsd(126),ML_CompoundCRS,gmx:ML_CompoundCRS_Type,gml:CompoundCRS,FALSE,FALSE
gmx\crsItem.xsd(188),ML_GeodeticCRS,gmx:ML_GeodeticCRS_Type,gml:GeodeticCRS,FALSE,FALSE
gmx\crsItem.xsd(208),ML_EngineeringCRS,gmx:ML_EngineeringCRS_Type,gml:EngineeringCRS,FALSE,FALSE
gmx\crsItem.xsd(228),ML_VerticalCRS,gmx:ML_VerticalCRS_Type,gml:VerticalCRS,FALSE,FALSE
gmx\crsItem.xsd(248),ML_TemporalCRS,gmx:ML_TemporalCRS_Type,gml:TemporalCRS,FALSE,FALSE
gmx\crsItem.xsd(268),ML_ImageCRS,gmx:ML_ImageCRS_Type,gml:ImageCRS,FALSE,FALSE
gmx\crsItem.xsd(288),ML_ProjectedCRS,gmx:ML_ProjectedCRS_Type,gml:ProjectedCRS,FALSE,FALSE
gmx\crsItem.xsd(308),ML_DerivedCRS,gmx:ML_DerivedCRS_Type,gml:DerivedCRS,FALSE,FALSE
gmx\crsItem.xsd(329),ML_CoordinateSystemAxis,gmx:ML_CoordinateSystemAxis_Type,gml:CoordinateSystemAxis,FALSE,FALSE
gmx\crsItem.xsd(349),ML_EllipsoidalCS,gmx:ML_EllipsoidalCS_Type,gml:EllipsoidalCS,FALSE,FALSE
gmx\crsItem.xsd(369),ML_CartesianCS,gmx:ML_CartesianCS_Type,gml:CartesianCS,FALSE,FALSE
gmx\crsItem.xsd(389),ML_AffineCS,gmx:ML_AffineCS_Type,gml:AffineCS,FALSE,FALSE
gmx\crsItem.xsd(409),ML_UserDefinedCS,gmx:ML_UserDefinedCS_Type,gml:UserDefinedCS,FALSE,FALSE
gmx\crsItem.xsd(429),ML_VerticalCS,gmx:ML_VerticalCS_Type,gml:VerticalCS,FALSE,FALSE
gmx\crsItem.xsd(449),ML_TimeCS,gmx:ML_TimeCS_Type,gml:TimeCS,FALSE,FALSE
gmx\crsItem.xsd(469),ML_CylindricalCS,gmx:ML_CylindricalCS_Type,gml:CylindricalCS,FALSE,FALSE
gmx\crsItem.xsd(489),ML_SphericalCS,gmx:ML_SphericalCS_Type,gml:SphericalCS,FALSE,FALSE
gmx\crsItem.xsd(509),ML_PolarCS,gmx:ML_PolarCS_Type,gml:PolarCS,FALSE,FALSE
gmx\crsItem.xsd(529),ML_LinearCS,gmx:ML_LinearCS_Type,gml:LinearCS,FALSE,FALSE
gmx\crsItem.xsd(550),ML_Ellipsoid,gmx:ML_Ellipsoid_Type,gml:Ellipsoid,FALSE,FALSE
gmx\crsItem.xsd(570),ML_PrimeMeridian,gmx:ML_PrimeMeridian_Type,gml:PrimeMeridian,FALSE,FALSE
gmx\crsItem.xsd(590),ML_TemporalDatum,gmx:ML_TemporalDatum_Type,gml:TemporalDatum,FALSE,FALSE
gmx\crsItem.xsd(610),ML_VerticalDatum,gmx:ML_VerticalDatum_Type,gml:VerticalDatum,FALSE,FALSE
gmx\crsItem.xsd(630),ML_ImageDatum,gmx:ML_ImageDatum_Type,gml:ImageDatum,FALSE,FALSE
gmx\crsItem.xsd(650),ML_EngineeringDatum,gmx:ML_EngineeringDatum_Type,gml:EngineeringDatum,FALSE,FALSE
gmx\crsItem.xsd(670),ML_GeodeticDatum,gmx:ML_GeodeticDatum_Type,gml:GeodeticDatum,FALSE,FALSE
gmx\crsItem.xsd(691),ML_ConcatenatedOperation,gmx:ML_ConcatenatedOperation_Type,gml:ConcatenatedOperation,FALSE,FALSE
gmx\crsItem.xsd(711),ML_PassThroughOperation,gmx:ML_PassThroughOperation_Type,gml:PassThroughOperation,FALSE,FALSE
gmx\crsItem.xsd(731),ML_Transformation,gmx:ML_Transformation_Type,gml:Transformation,FALSE,FALSE
gmx\crsItem.xsd(751),ML_Conversion,gmx:ML_Conversion_Type,gml:Conversion,FALSE,FALSE
gmx\crsItem.xsd(771),ML_OperationMethod,gmx:ML_OperationMethod_Type,gml:OperationMethod,FALSE,FALSE
gmx\crsItem.xsd(791),ML_OperationParameterGroup,gmx:ML_OperationParameterGroup_Type,gml:OperationParameterGroup,FALSE,FALSE
gmx\crsItem.xsd(811),ML_OperationParameter,gmx:ML_OperationParameter_Type,gml:OperationParameter,FALSE,FALSE
gmx\extendedTypes.xsd(32),FileName,gmx:FileName_Type,gco:CharacterString,FALSE,FALSE
gmx\extendedTypes.xsd(52),MimeFileType,gmx:MimeFileType_Type,gco:CharacterString,FALSE,FALSE
gmx\extendedTypes.xsd(72),Anchor,gmx:Anchor_Type,gco:CharacterString,FALSE,FALSE
gmx\gmxUsage.xsd(33),MX_Aggregate,gmx:MX_Aggregate_Type,gmd:AbstractDS_Aggregate,FALSE,FALSE
gmx\gmxUsage.xsd(55),MX_DataSet,gmx:MX_DataSet_Type,gmd:DS_DataSet,FALSE,FALSE
gmx\gmxUsage.xsd(76),MX_DataFile,gmx:MX_DataFile_Type,gmx:AbstractMX_File,FALSE,FALSE
gmx\gmxUsage.xsd(92),MX_SupportFile,gmx:MX_SupportFile_Type,gmx:AbstractMX_File,FALSE,FALSE
gmx\gmxUsage.xsd(125),MX_ScopeCode,gco:CodeListValue_Type,gmd:MD_ScopeCode,FALSE,FALSE
gmx\uomItem.xsd(72),ML_BaseUnit,gmx:ML_BaseUnit_Type,gml:BaseUnit,FALSE,FALSE
gmx\uomItem.xsd(92),ML_DerivedUnit,gmx:ML_DerivedUnit_Type,gml:DerivedUnit,FALSE,FALSE
gmx\uomItem.xsd(112),ML_ConventionalUnit,gmx:ML_ConventionalUnit_Type,gml:ConventionalUnit,FALSE,FALSE
gmx\uomItem.xsd(132),ML_UnitDefinition,gmx:ML_UnitDefinition_Type,gml:UnitDefinition,FALSE,FALSE
gplr\gplr\gplrRegister.xsd(28),GPLR_Register,gplr:GPLR_Register_Type,grg:RE_Register,FALSE,FALSE
gplr\gplr\gplrRegister.xsd(58),GPLR_Item,gplr:GPLR_Item_Type,grg:RE_RegisterItem,FALSE,FALSE
gplr\gplr\gplrRegister.xsd(208),GPLR_Version,gplr:GPLR_Version_Type,grg:RE_Version,FALSE,FALSE
gplr\gplr\gplrRegister.xsd(219),GPLR_RepresentationType,gco:CodeListValue_Type,gco:CharacterString,FALSE,FALSE
gplr\gplr\gplrRegister.xsd(229),GPLR_ConversionType,gco:CodeListValue_Type,gco:CharacterString,FALSE,FALSE
grg\register.xsd(71),RE_RegisterOwner,grg:RE_RegisterOwner_Type,grg:AbstractRegisterStakeholder,FALSE,FALSE
grg\register.xsd(87),RE_SubmittingOrganization,grg:RE_SubmittingOrganization_Type,grg:AbstractRegisterStakeholder,FALSE,FALSE
grg\register.xsd(107),RE_AmendmentInformation,grg:RE_AmendmentInformation_Type,grg:AbstractRE_ProposalManagementInformation,FALSE,FALSE
grg\register.xsd(148),RE_ClarificationInformation,grg:RE_ClarificationInformation_Type,grg:AbstractRE_ProposalManagementInformation,FALSE,FALSE
grg\register.xsd(164),RE_AdditionInformation,grg:RE_AdditionInformation_Type,grg:AbstractRE_ProposalManagementInformation,FALSE,FALSE
grg\register.xsd(223),RE_RegisterManager,grg:RE_RegisterManager_Type,grg:AbstractRegisterStakeholder,FALSE,FALSE
grg\register.xsd(344),RE_SubregisterDescription,grg:RE_SubregisterDescription_Type,grg:RE_RegisterItem,FALSE,FALSE
grg\register.xsd(443),RE_DecisionStatus,grg:RE_DecisionStatus_Type,gco:CharacterString,FALSE,FALSE
grg\register.xsd(461),RE_ItemStatus,grg:RE_ItemStatus_Type,gco:CharacterString,FALSE,FALSE
grg\register.xsd(477),RE_AmendmentType,grg:RE_AmendmentType_Type,gco:CharacterString,FALSE,FALSE
grg\register.xsd(494),RE_Disposition,grg:RE_Disposition_Type,gco:CharacterString,FALSE,FALSE
grg\register.xsd(504),RE_SimilarityToSource,gco:CodeListValue_Type,gco:CharacterString,FALSE,FALSE
srv\serviceMetadata.xsd(93),SV_ServiceIdentification,srv:SV_ServiceIdentification_Type,gmd:AbstractMD_Identification,FALSE,FALSE
srv\serviceMetadata.xsd(176),SV_ParameterDirection,srv:SV_ParameterDirection_Type,gco:CharacterString,FALSE,FALSE
srv\serviceMetadata.xsd(186),DCPList,gco:CodeListValue_Type,gco:CharacterString,FALSE,FALSE
srv\serviceMetadata.xsd(196),SV_CouplingType,gco:CodeListValue_Type,gco:CharacterString,FALSE,FALSE
srv\serviceModel.xsd(31),SV_ServiceSpecification,srv:SV_ServiceSpecification_Type,srv:AbstractSV_AbstractServiceSpecification,FALSE,FALSE
srv\serviceModel.xsd(52),SV_PlatformNeutralServiceSpecification,srv:SV_PlatformNeutralServiceSpecification_Type,srv:AbstractSV_AbstractServiceSpecification,FALSE,FALSE
srv\serviceModel.xsd(74),SV_PlatformSpecificServiceSpecification,srv:SV_PlatformSpecificServiceSpecification_Type,srv:AbstractSV_AbstractServiceSpecification,FALSE,FALSE
srv\serviceModel.xsd(218),SV_OperationModel,srv:SV_OperationModel_Type,gco:CharacterString,FALSE,FALSE
srv\serviceModel.xsd(228),SV_ServiceType,gco:CodeListValue_Type,gco:CharacterString,FALSE,FALSE
xsd\gfc.xsd(59),FC_FeatureAssociation,gfc:FC_FeatureAssociation_Type,gfc:FC_FeatureType,FALSE,FALSE
xsd\gfc.xsd(88),FC_FeatureCatalogue,gfc:FC_FeatureCatalogue_Type,gmx:AbstractCT_Catalogue,FALSE,FALSE
xsd\gfc.xsd(114),FC_FeatureAttribute,gfc:FC_FeatureAttribute_Type,gfc:AbstractFC_PropertyType,FALSE,FALSE
xsd\gfc.xsd(141),FC_AssociationRole,gfc:FC_AssociationRole_Type,gfc:AbstractFC_PropertyType,FALSE,FALSE
xsd\gfc.xsd(232),FC_FeatureOperation,gfc:FC_FeatureOperation_Type,gfc:AbstractFC_PropertyType,FALSE,FALSE
xsd\gfc.xsd(261),AbstractFC_PropertyType,gfc:AbstractFC_PropertyType_Type,gfc:AbstractFC_CarrierOfCharacteristics,TRUE,FALSE
xsd\gfc.xsd(308),FC_Binding,gfc:FC_Binding_Type,gfc:AbstractFC_CarrierOfCharacteristics,FALSE,FALSE
xsd\gfc.xsd(405),FC_BoundFeatureAttribute,gfc:FC_BoundFeatureAttribute_Type,gfc:FC_Binding,FALSE,FALSE
xsd\gfc.xsd(452),FC_BoundAssociationRole,gfc:FC_BoundAssociationRole_Type,gfc:FC_Binding,FALSE,FALSE
xsd\gfc.xsd(463),FC_RoleType,gco:CodeListValue_Type,gco:CharacterString,FALSE,FALSE
